English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,SkillKey
Ma Yunlu disregards fatigue as she fights and rages in combat.,马云禄战起来称其为废寝忘食也不为过。,Procrastinator,,,马云禄战起来称其为废寝忘食也不为过。,False,False,馬雲祿戰起來稱其爲廢寢忘食也不爲過。,Procrastinator,,,馬雲祿戰起來稱其爲廢寢忘食也不爲過。,3k_main_skill_special_ability_metal_vigor_of_a_warrior_description
Suppressive Fire,冷箭,Procrastinator,,,冷箭,False,False,冷箭,Procrastinator,,,冷箭,3k_main_skill_special_ability_metal_suppressive_fire_name
Relentless fire from Hua Lanli pins the enemy back.,明枪好躲，暗箭难防。,Procrastinator,,,明枪好躲，暗箭难防。,False,False,明槍好躲，暗箭難防。,Procrastinator,,,明槍好躲，暗箭難防。,3k_main_skill_special_ability_metal_suppressive_fire_description
Storytelling,妙语,Procrastinator,,,妙语,False,False,妙語,Procrastinator,,,妙語,3k_main_skill_special_ability_metal_story_telling_name
"Even on the battlefield, witty talk boosts your energy.",能言之人在就算战场上也能用唇舌鼓舞三军。,Procrastinator,,,能言之人在就算战场上也能用唇舌鼓舞三军。,False,False,能言之人在就算戰場上也能用脣舌鼓舞三軍。,Procrastinator,,,能言之人在就算戰場上也能用脣舌鼓舞三軍。,3k_main_skill_special_ability_metal_story_telling_description
Rain of Fire,飞蝗,Procrastinator,,,飞蝗,False,False,飛蝗,Procrastinator,,,飛蝗,3k_main_skill_special_ability_metal_shower_of_arrows_name
Hua Lanli’s pinpoint accuracy strikes fear in the enemy.,华氏射出的飞箭如漫天蝗虫一般袭向敌手，令人变貌失色。,Procrastinator,,,华氏射出的飞箭如漫天蝗虫一般袭向敌手，令人变貌失色。,False,False,華氏射出的飛箭如漫天蝗蟲一般襲向敵手，令人變貌失色。,Procrastinator,,,華氏射出的飛箭如漫天蝗蟲一般襲向敵手，令人變貌失色。,3k_main_skill_special_ability_metal_shower_of_arrows_description
Shadow of the Black Mountain,黑影,Procrastinator,,,黑影,False,False,黑影,Procrastinator,,,黑影,3k_main_skill_special_ability_metal_shadow_of_the_black_mountain_name
Legends speak of a woman who slips in and out of the shadows of Heishan...,传黑山有一女，能如遁迹匿影，来去自如。,Procrastinator,,,传黑山有一女，能如遁迹匿影，来去自如。,False,False,傳黑山有一女，能如遁跡匿影，來去自如。,Procrastinator,,,傳黑山有一女，能如遁跡匿影，來去自如。,3k_main_skill_special_ability_metal_shadow_of_the_black_mountain_description
Pursuit,饿虎,Procrastinator,,,饿虎,False,False,餓虎,Procrastinator,,,餓虎,3k_main_skill_special_ability_metal_pursuit_name
"Once targeted, the enemy cannot escape from Yijian Liting.",猎人猎物，瓮中捉鳖。,Procrastinator,,,猎人猎物，瓮中捉鳖。,False,False,獵人獵物，甕中捉鱉。,Procrastinator,,,獵人獵物，甕中捉鱉。,3k_main_skill_special_ability_metal_pursuit_description
Provocation,挑衅,Procrastinator,,,挑衅,False,False,挑釁,Procrastinator,,,挑釁,3k_main_skill_special_ability_metal_provocation_name
"“Come on, come on! You’ll have to deal with Liu Bei, Guan Yu, and Zhang Fei first! Haha!”",你难道想在沙场上于刘关张相会？,Procrastinator,,,你难道想在沙场上于刘关张相会？,False,False,你難道想在沙場上於劉關張相會？,Procrastinator,,,你難道想在沙場上於劉關張相會？,3k_main_skill_special_ability_metal_provocation_description
Persistent Attack,不衰,Procrastinator,,,不衰,False,False,不衰,Procrastinator,,,不衰,3k_main_skill_special_ability_metal_persistent_attack_name
Yijian Liting is both relentless and persistent in her approach.,持久且不衰，伊健丽婷永不放弃。,Procrastinator,,,持久且不衰，伊健丽婷永不放弃。,False,False,持久且不衰，伊健麗婷永不放棄。,Procrastinator,,,持久且不衰，伊健麗婷永不放棄。,3k_main_skill_special_ability_metal_persistent_attack_description
Lucky Pearl,松柏,Procrastinator,,,松柏,False,False,松柏,Procrastinator,,,松柏,3k_main_skill_special_ability_metal_lucky_pearl_name
"This special pearl, gifted by Zhang Fei, has protected Guan Yinping from all kinds of danger","「漫道无华争俏丽,长青更胜一时芳。」",Procrastinator,,,"「漫道无华争俏丽,长青更胜一时芳。」",False,False,"「漫道無華爭俏麗,長青更勝一時芳。」",Procrastinator,,,"「漫道無華爭俏麗,長青更勝一時芳。」",3k_main_skill_special_ability_metal_lucky_pearl_description
Heavenly Color,国色,Procrastinator,,,国色,False,False,國色,Procrastinator,,,國色,3k_main_skill_special_ability_metal_heavenly_color_name
"The beauty of bridge and bridge is widely known in Gangdong. \\n For them, there is even a line of soldiers who want to protect their country at the risk of their lives.",二乔的美貌名扬江东。为了她们，士卒们愿意出生入死，保家卫国。,Procrastinator,,,二乔的美貌名扬江东。为了她们，士卒们愿意出生入死，保家卫国。,False,False,二喬的美貌名揚江東。爲了她們，士卒們願意出生入死，保家衛國。,Procrastinator,,,二喬的美貌名揚江東。爲了她們，士卒們願意出生入死，保家衛國。,3k_main_skill_special_ability_metal_heavenly_color_description
People of the Horse,骐骥,Procrastinator,,,骐骥,False,False,騏驥,Procrastinator,,,騏驥,3k_main_skill_special_ability_metal_experienced_rider_name
The Qiang are on horseback before they can walk; their horsemanship is second nature.,羌人自小学习骑术，骑术十分了得。,Procrastinator,,,羌人自小学习骑术，骑术十分了得。,False,False,羌人自小學習騎術，騎術十分了得。,Procrastinator,,,羌人自小學習騎術，騎術十分了得。,3k_main_skill_special_ability_metal_experienced_rider_description
Double Sword Dance,剑舞,Procrastinator,,,剑舞,False,False,劍舞,Procrastinator,,,劍舞,3k_main_skill_special_ability_metal_double_sword_dance_name
Ma Yunlu’s double sword dance is beautiful as it is lethal.,舞剑操刀于敌众之间。,Procrastinator,,,舞剑操刀于敌众之间。,False,False,舞劍操刀於敵衆之間。,Procrastinator,,,舞劍操刀於敵衆之間。,3k_main_skill_special_ability_metal_double_sword_dance_description
Crippling Strike,摧心,Procrastinator,,,摧心,False,False,摧心,Procrastinator,,,摧心,3k_main_skill_special_ability_metal_critical strike_name
Even the strongest of warriors are temporarily immobilized when a pressure point is struck.,摧心剖肝，直中要害。,Procrastinator,,,摧心剖肝，直中要害。,False,False,摧心剖肝，直中要害。,Procrastinator,,,摧心剖肝，直中要害。,3k_main_skill_special_ability_metal_critical strike_description
Safe Haven,回春,Procrastinator,,,回春,False,False,回春,Procrastinator,,,回春,3k_main_skill_special_ability_metal_cosy_haven_name
Yuan Anyang’s grace and personality exude warmth.,冬去春来，生机勃发。,Procrastinator,,,冬去春来，生机勃发。,False,False,冬去春來，生機勃發。,Procrastinator,,,冬去春來，生機勃發。,3k_main_skill_special_ability_metal_cosy_haven_description
Call of Courage,摆宴,Procrastinator,,,摆宴,False,False,擺宴,Procrastinator,,,擺宴,3k_main_skill_special_ability_metal_call_of_courage_name
"If you survive the battle, I'll treat you to dinner!",设下酒宴，待将军得胜归来！,Procrastinator,,,设下酒宴，待将军得胜归来！,False,False,設下酒宴，待將軍得勝歸來！,Procrastinator,,,設下酒宴，待將軍得勝歸來！,3k_main_skill_special_ability_metal_call_of_courage_description
Blooming Beauty,芳香,Procrastinator,,,芳香,False,False,芳香,Procrastinator,,,芳香,3k_main_skill_special_ability_metal_blooming_beauty_xiao_name
Yuan Anyang’s unabating beauty encourages the soldiers and drives them to fight more passionately.,美妙的芬芳在前线总能鼓舞将士们勇猛杀敌。,Procrastinator,,,美妙的芬芳在前线总能鼓舞将士们勇猛杀敌。,False,False,美妙的芬芳在前線總能鼓舞將士們勇猛殺敵。,Procrastinator,,,美妙的芬芳在前線總能鼓舞將士們勇猛殺敵。,3k_main_skill_special_ability_metal_blooming_beauty_xiao_description
Charge Forward,马首,Procrastinator,,,马首,False,False,馬首,Procrastinator,,,馬首,3k_main_skill_special_ability_fire_xianchenying_name
"Under Zhang Xun’s leadership, his army is truly invincible.",张勋领军，当世无双。,Procrastinator,,,张勋领军，当世无双。,False,False,張勳領軍，當世無雙。,Procrastinator,,,張勳領軍，當世無雙。,3k_main_skill_special_ability_fire_xianchenying_description
Blood Rush,虎翼,MappedByPattern,血冲,,虎翼,False,False,虎翼,MappedByPattern,熱血湧現,,虎翼,3k_main_skill_special_ability_fire_tiger_son_name
"Zhang Bao charges mightily into the enemy, heedless of any dangers.",「亮以张苞为虎翼将军，杖前右护卫使。」,MappedByPattern,,,「亮以张苞为虎翼将军，杖前右护卫使。」,False,False,「亮以張苞爲虎翼將軍，杖前右護衛使。」,MappedByPattern,,,「亮以張苞爲虎翼將軍，杖前右護衛使。」,3k_main_skill_special_ability_fire_tiger_son_description
Thunderous Blow,霆击,Procrastinator,,,霆击,False,False,霆擊,Procrastinator,,,霆擊,3k_main_skill_special_ability_fire_thunderous_blow_name
"A blow with all of Chunyu’s strength, mighty as a thunderstrike.",竭尽全力，致命一击。,Procrastinator,,,竭尽全力，致命一击。,False,False,竭盡全力，致命一擊。,Procrastinator,,,竭盡全力，致命一擊。,3k_main_skill_special_ability_fire_thunderous_blow_description
Wild Cry,断喝,Procrastinator,,,断喝,False,False,斷喝,Procrastinator,,,斷喝,3k_main_skill_special_ability_fire_thunderous_bellow_name
"So terrifying is Zhang Bao’s booming howl, it has unhorsed enemy generals.",犹如其父亲张飞，张苞的怒吼同样也是响彻云霄。,Procrastinator,,,犹如其父亲张飞，张苞的怒吼同样也是响彻云霄。,False,False,猶如其父親張飛，張苞的怒吼同樣也是響徹雲霄。,Procrastinator,,,猶如其父親張飛，張苞的怒吼同樣也是響徹雲霄。,3k_main_skill_special_ability_fire_thunderous_bellow_description
Last Stand,熊罴,Procrastinator,,,熊罴,False,False,熊羆,Procrastinator,,,熊羆,3k_main_skill_special_ability_fire_reckless_warrior_name
"Heaven decides the victor, but Chunyu Qiong will not surrender. As death approaches, he redoubles his efforts in a desperate last stand.",奋不顾身，得失难记。,Procrastinator,,,奋不顾身，得失难记。,False,False,奮不顧身，得失難記。,Procrastinator,,,奮不顧身，得失難記。,3k_main_skill_special_ability_fire_reckless_warrior_description
Bullheaded Wrath,浴血,Procrastinator,,,浴血,False,False,浴血,Procrastinator,,,浴血,3k_main_skill_special_ability_fire_ferocious_rush_name
"As the fight goes on, Chunyu Qiong’s rage and stubbornness will turn him into a reckless, but powerful fighter, rushing in the thick of battle over and over.",怒火中烧，浴血奋战。,Procrastinator,,,怒火中烧，浴血奋战。,False,False,怒火中燒，浴血奮戰。,Procrastinator,,,怒火中燒，浴血奮戰。,3k_main_skill_special_ability_fire_ferocious_rush_description
Two-Headed Dragon,龙虎,Procrastinator,,,龙虎,False,False,龍虎,Procrastinator,,,龍虎,3k_main_skill_special_ability_fire_father_daughter_name
"Father and daughter, together in battle, is an ill omen for their rivals as was the mythical Hong.",父女同心，无往不利。,Procrastinator,,,父女同心，无往不利。,False,False,父女同心，無往不利。,Procrastinator,,,父女同心，無往不利。,3k_main_skill_special_ability_fire_father_daughter_description
People of the Horse,骐骥,Procrastinator,,,骐骥,False,False,騏驥,Procrastinator,,,騏驥,3k_main_skill_special_ability_fire_experienced_rider_name
The Qiang are on horseback before they can walk; their horsemanship is second nature.,羌人自小学习骑术，骑术十分了得。,Procrastinator,,,羌人自小学习骑术，骑术十分了得。,False,False,羌人自小學習騎術，騎術十分了得。,Procrastinator,,,羌人自小學習騎術，騎術十分了得。,3k_main_skill_special_ability_fire_experienced_rider_description
Fanged Flurry,猛蛇,Procrastinator,,,猛蛇,False,False,猛蛇,Procrastinator,,,猛蛇,3k_main_skill_special_ability_fire_concentrated_strikes_name
"Like a coiled viper, Zhang Xueer strikes so rapidly that it’s virtually unavoidable.",毒蛇出击，一击致命。,Procrastinator,,,毒蛇出击，一击致命。,False,False,毒蛇出擊，一擊致命。,Procrastinator,,,毒蛇出擊，一擊致命。,3k_main_skill_special_ability_fire_concentrated_strikes_description
Frenzy,狂暴,Procrastinator,,,狂暴,False,False,狂暴,Procrastinator,,,狂暴,3k_main_skill_special_ability_fire_chunyu_qiong_frenzy_name
"Once Yan Liang angers, he can quite literally crush his opponent.",被激怒了的淳于琼，将全力以赴，力战身死。,Procrastinator,,,被激怒了的淳于琼，将全力以赴，力战身死。,False,False,被激怒了的淳于瓊，將全力以赴，力戰身死。,Procrastinator,,,被激怒了的淳于瓊，將全力以赴，力戰身死。,3k_main_skill_special_ability_fire_chunyu_qiong_frenzy_description
Exemplary Strike,捣穴,Procrastinator,,,捣穴,False,False,搗穴,Procrastinator,,,搗穴,3k_main_skill_special_ability_fire_camp_crushing_name
The crushing blow is delivered by Zhang Xun’s own hand.,犁庭扫穴，无坚不摧。,Procrastinator,,,犁庭扫穴，无坚不摧。,False,False,犁庭掃穴，無堅不摧。,Procrastinator,,,犁庭掃穴，無堅不摧。,3k_main_skill_special_ability_fire_camp_crushing_description
Spearhead,讨贼先锋,Vanilla,讨贼先锋,,破茧,True,True,突擊先鋒,Vanilla,突擊先鋒,,破繭,3k_main_skill_special_ability_fire_breakthrough_in_concentration_name
