English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,PikaManZhcn,DiffZhcn,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,PikaManZhtw,DiffZhtw,SkillKey
"A charge of great power, draining Xiahou Yuan's focus.",强大力量的冲击，会消耗夏侯渊的注意力,Vanilla,强大力量的冲击，会消耗夏侯渊的注意力,强大力量的冲击，会消耗夏侯渊的注意力,强大力量的冲击，会消耗夏侯渊的注意力,,False,發動強力的衝鋒，使夏侯淵耗盡專注力。,Vanilla,發動強力的衝鋒，使夏侯淵耗盡專注力。,發動強力的衝鋒，使夏侯淵耗盡專注力。,強大力量的衝擊，會消耗夏侯淵的注意力,,True,hv_skill_ability_blazing_saddles_instinct_description
Blazing Roar,怒吼,Vanilla,怒吼,怒吼,怒吼,,False,燃燒之吼,Vanilla,燃燒之吼,燃燒之吼,怒吼,,True,hv_skill_ability_blazing_roar_instinct_name
Zhang Fei's burly howl can rout an entire regiment!,张飞仰天怒吼，敌军士气溃散！,Vanilla,张飞仰天怒吼，敌军士气溃散！,张飞仰天怒吼，敌军士气溃散！,张飞仰天怒吼，敌军士气溃散！,,False,張飛仰天長嘯，使敵軍士氣潰散！,Vanilla,張飛仰天長嘯，使敵軍士氣潰散！,張飛仰天長嘯，使敵軍士氣潰散！,張飛仰天怒吼，敵軍士氣潰散！,,True,hv_skill_ability_blazing_roar_instinct_description
Blade Mastery,盖世,MappedByPattern,,剑术大师,舞爪,剑术大师,True,舞爪,MappedByPattern,,劍術大師,舞爪,劍術大師,False,hv_skill_ability_blade_mastery_resolve_name
No one dares to challenge this warrior's skill with the blade.,此人武功盖世，无能出其右者。,Procrastinator,,其剑术无能出其右者。,此人武功盖世，无能出其右者。,其剑术无能出其右者。,False,此人武功蓋世，無能出其右者。,Procrastinator,,其劍術無能出其右者。,此人武功蓋世，無能出其右者。,其劍術無能出其右者。,False,hv_skill_ability_blade_mastery_resolve_description
Blade Mastery,盖世,MappedByPattern,,剑术大师,盖世,,False,舞爪,MappedByPattern,,劍術大師,蓋世,,True,hv_skill_ability_blade_mastery_expertise_name
No one dares to challenge this warrior's skill with the blade.,此人武功盖世，无能出其右者。,Procrastinator,,其剑术无能出其右者。,此人武功盖世，无能出其右者。,,False,此人武功蓋世，無能出其右者。,Procrastinator,,其劍術無能出其右者。,此人武功蓋世，無能出其右者。,,False,hv_skill_ability_blade_mastery_expertise_description
Blade Breaker,断刃,Vanilla,断刃,断刃,断刃,,False,堅甲破刃,Vanilla,堅甲破刃,堅甲破刃,斷刃,,True,hv_skill_ability_blade_breaker_instinct_name
The tyrant laughs as blades glance harmlessly off his armour.,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,Vanilla,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,,False,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,Vanilla,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,望着刀刃徒勞地劃過鎧甲，暴君不禁朗聲大笑,,True,hv_skill_ability_blade_breaker_instinct_description
Binding Fury,聚怒,Vanilla,聚怒,聚怒,聚怒,聚怒,False,怒不可抑,Vanilla,怒不可抑,怒不可抑,聚怒,怒不可抑,True,hv_skill_ability_binding_fury_scholar_name
The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,以森林的力量对抗单个敌人,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。,集結全森林之力對付一個敵人。,True,hv_skill_ability_binding_fury_scholar_description
Binding Fury,聚怒,Vanilla,聚怒,聚怒,聚怒,,False,怒不可抑,Vanilla,怒不可抑,怒不可抑,聚怒,,True,hv_skill_ability_binding_fury_resolve_name
The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。,,True,hv_skill_ability_binding_fury_resolve_description
Binding Fury,聚怒,Vanilla,聚怒,聚怒,聚怒,,False,怒不可抑,Vanilla,怒不可抑,怒不可抑,聚怒,,True,hv_skill_ability_binding_fury_instinct_name
The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。,,True,hv_skill_ability_binding_fury_instinct_description
Assemble,齐心,MappedByPattern,,,,,True,集結,MappedByPattern,,,,,True,hv_skill_ability_assemble_veteran_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByText,,,,,True,军士聚于此英雄之旗下。,MappedByText,,,,,True,hv_skill_ability_assemble_veteran_description
Assemble,齐心,MappedByPattern,,集结,齐心,集结,False,集結,MappedByPattern,,集結,齊心,集結,True,hv_skill_ability_assemble_scholar_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,兵士们集结于此英雄的麾下。,True,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,兵士們集結於此英雄的麾下。,True,hv_skill_ability_assemble_scholar_description
Assemble,齐心,MappedByPattern,,集结,齐心,,False,集結,MappedByPattern,,集結,齊心,,True,hv_skill_ability_assemble_resolve_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,hv_skill_ability_assemble_resolve_description
Assemble,齐心,MappedByPattern,,集结,齐心,,False,集結,MappedByPattern,,集結,齊心,,True,hv_skill_ability_assemble_instinct_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,hv_skill_ability_assemble_instinct_description
Assemble,齐心,MappedByPattern,,集结,齐心,,False,集結,MappedByPattern,,集結,齊心,,True,hv_skill_ability_assemble_expertise_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,hv_skill_ability_assemble_expertise_description
Assemble,齐心,MappedByPattern,,集结,齐心,,False,集結,MappedByPattern,,集結,齊心,,True,hv_skill_ability_assemble_authority_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,军士聚于此英雄之旗下。,MappedByText,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,,True,hv_skill_ability_assemble_authority_description
Anti-Cavalry Tactics,反制,MappedByPattern,,,,,True,反騎兵戰術,MappedByPattern,,,,,True,hv_skill_ability_anti_cavalry_veteran_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByText,,,,,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByText,,,,,True,hv_skill_ability_anti_cavalry_veteran_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,,False,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,,True,hv_skill_ability_anti_cavalry_resolve_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByText,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByText,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,,True,hv_skill_ability_anti_cavalry_resolve_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,,False,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,,True,hv_skill_ability_anti_cavalry_cunning_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByText,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByText,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,,True,hv_skill_ability_anti_cavalry_cunning_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,,False,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,,True,hv_skill_ability_anti_cavalry_authority_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByText,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByText,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,,True,hv_skill_ability_anti_cavalry_authority_description
Analyse Weakness,看破,Vanilla,看破,看破,看破,,False,分析弱點,Vanilla,分析弱點,分析弱點,看破,,True,hv_skill_ability_analyse_weakness_cunning_name
Only through sober and considered analysis can fragility be turned to unerring strength.,要想扬长避短，须得冷静沉着、仔细思量。,Vanilla,要想扬长避短，须得冷静沉着、仔细思量。,要想扬长避短，须得冷静沉着、仔细思量。,要想扬长避短，须得冷静沉着、仔细思量。,,False,只有透過審慎周詳的分析，才能化弱為強。,Vanilla,只有透過審慎周詳的分析，才能化弱為強。,只有透過審慎周詳的分析，才能化弱為強。,要想揚長避短，須得冷靜沉着、仔細思量。,,True,hv_skill_ability_analyse_weakness_cunning_description
Brute Power,怒猊,MappedByPattern,,愈战愈怒,愈战愈怒,,True,蠻力,MappedByPattern,,愈戰愈怒,愈戰愈怒,,True,hv_skill_ability_aggressive_anger_instinct_name
Fan the flames of war with inextinguishable anger.,以不灭的怒气煽动战火。,MappedByText,,以不灭的怒气煽动战火。,以不灭的怒气煽动战火。,,False,以不滅的怒氣煽動戰火。,MappedByText,,以不滅的怒氣煽動戰火。,以不滅的怒氣煽動戰火。,,False,hv_skill_ability_aggressive_anger_instinct_description
Brute Power,怒猊,MappedByPattern,,愈战愈怒,怒猊,,False,蠻力,MappedByPattern,,愈戰愈怒,怒猊,,True,hv_skill_ability_aggressive_anger_expertise_name
Fan the flames of war with inextinguishable anger.,以不灭的怒气煽动战火。,MappedByText,,以不灭的怒气煽动战火。,以不灭的怒气煽动战火。,,False,以不滅的怒氣煽動戰火。,MappedByText,,以不滅的怒氣煽動戰火。,以不滅的怒氣煽動戰火。,,False,hv_skill_ability_aggressive_anger_expertise_description
Adamant Resolve,不屈,Vanilla,不屈,不屈,不屈,,False,堅定不移,Vanilla,堅定不移,堅定不移,不屈,,True,hv_skill_ability_adamant_resolve_resolve_name
Determination and grit allow all attacks to be dodged.,勇气决心，平扫万难,Vanilla,勇气决心，平扫万难,勇气决心，平扫万难,勇气决心，平扫万难,,False,抱有足夠的決心與膽識便可避開所有攻勢。,Vanilla,抱有足夠的決心與膽識便可避開所有攻勢。,抱有足夠的決心與膽識便可避開所有攻勢。,勇氣決心，平掃萬難,,True,hv_skill_ability_adamant_resolve_resolve_description
Adamant Resolve,不屈,Vanilla,不屈,不屈,不屈,,False,堅定不移,Vanilla,堅定不移,堅定不移,不屈,,True,hv_skill_ability_adamant_resolve_expertise_name
Determination and grit allow all attacks to be dodged.,勇气决心，平扫万难,Vanilla,勇气决心，平扫万难,勇气决心，平扫万难,勇气决心，平扫万难。,,True,抱有足夠的決心與膽識便可避開所有攻勢。,Vanilla,抱有足夠的決心與膽識便可避開所有攻勢。,抱有足夠的決心與膽識便可避開所有攻勢。,勇氣決心，平掃萬難。,,True,hv_skill_ability_adamant_resolve_expertise_description
Inner Vitality,内力,MappedByPattern,,内在活力,内力,,False,内在活力,MappedByPattern,,内在活力,內力,,True,hv_historical_skill_ability_wood_03_name
A warrior who feels truly alive in battle.,以战为生的勇士。,MappedByText,,以战为生的勇士。,以战为生的勇士。,,False,以戰爲生的勇士。,MappedByText,,以戰爲生的勇士。,以戰爲生的勇士。,,False,hv_historical_skill_ability_wood_03_description
Tenacity of Steel,刚韧,Vanilla,刚韧,刚韧,刚韧,,False,堅韌如鋼,Vanilla,堅韌如鋼,堅韌如鋼,剛韌,,True,hv_historical_skill_ability_wood_02_name
"The longer this warrior fights, the stronger they become!",战之愈久，愈游刃有余！,Vanilla,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,,False,這名戰士越戰越勇！,Vanilla,這名戰士越戰越勇！,這名戰士越戰越勇！,戰之愈久，愈遊刃有餘！,,True,hv_historical_skill_ability_wood_02_description
Earthen Rampart,壁垒,Vanilla,壁垒,壁垒,壁垒,,False,大地堡壘,Vanilla,大地堡壘,大地堡壘,壁壘,,True,hv_historical_skill_ability_wood_01_name
An immovable mountain against the tide of the charge.,任由惊涛拍岸，我自不动如山。,MappedByText,,任由惊涛拍岸，我自不动如山。,任由惊涛拍岸，我自不动如山。,,False,任由驚濤拍岸，我自不動如山。,MappedByText,,任由驚濤拍岸，我自不動如山。,任由驚濤拍岸，我自不動如山。,,False,hv_historical_skill_ability_wood_01_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,,False,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,,True,hv_historical_skill_ability_water_03_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByText,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByText,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,,True,hv_historical_skill_ability_water_03_description
