Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated
"Whereas some cavalry bring a primal, instantly shattering force to the battlefield, other mounted warriors are suited to the slower burn, embroiling themselves in the melee and staying to continue inflicting casualties. \\n\\n Whilst they get less power on the charge, their destructive capability increases dramatically once they begin hacking away at foes.",,1,,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_long_desc.loc,FALSE
"Whether from the bodies of fallen enemies, or awarded for gallant behaviour, these [[b]]trophies[[/b]] reward an [[b]]aggressive approach[[/b]] to this faction.",,1,,,,,,,這些[[b]]戰利品[[/b]]或來自敵軍屍首、或因功獲賞而得，兩者都是此勢力[[b]]積極作戰[[/b]]的回報。,hv_TEXT_frontend_features.loc,#REF!
"Whether near or from afar, these soldiers shall bring justice to any who would threaten their prince.",無論遠近，這些士卒都要為任何威脅他們主公的人討回公道。 ,1,無論遠近，這些士卒都要為任何威脅他們主公的人討回公道。 ,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
"Whether through hooking, or hacking, axes have a unique ability to reduce the effectiveness of shields.",,1,,,,,,,戰斧擁有削弱盾牌效果的獨特能力，不論勾扯或劈砍都管用。,hv_TEXT_unit_abilities_hit_effects.loc,FALSE
"Whilst all Yellow Turban warriors are happy to wade into the heart of battle, the Gallants of the People were made to hold the frontline against enemies - to be anywhere else would be to waste their talent and ardour. \\n\\n They are heavily-armoured, though not as heavily plated as some other warriors, yet with great axe they are able to push back the advancing foe whilst deflecting blows. Where their mail may falter, their fanaticism never will.",,1,,,,,,,黃巾軍志士個個不怕衝鋒陷陣，但是護民勇士尤其適合固守陣線，要是挪作他用可就浪費了他們一身的本領和熱忱。\\n\\n他們身披重甲，也許不若其他鐵甲兵士防禦周全，但可仰賴手中長槍盾牌抵擋敵軍、化解攻勢。正所謂甲冑可破，鬥志不渝。,hv_TEXT_unit_desc.loc,FALSE
Whistling arrows,,1,,,,,,,響箭,hv_TEXT_unit_ui_bullet.loc,FALSE
White Feathers,白毦兵,1,白毦兵,,,,,Feathers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
White Horse Fellows,白馬義從,1,,白馬義從,白馬,,義從,Fellows,白馬義從,hv_TEXT_unit_text_replacements.loc,FALSE
White Horse Fellows Officer,白馬義從士官,1,白馬義從士官,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
White Horse Fellows Shot,,3,,,,,,,白馬義從射擊,hv_TEXT_unit_abilities_hit_effects.loc,FALSE
White Tiger,,5,,,,,,,白虎,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
White Tiger Bandits,白虎盗贼,1,,白虎盗贼,白虎,,盗贼,Bandits,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
White Tiger Guardsmen,白虎衛兵,1,,白虎衛兵,白虎,,衛兵,Guardsmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
White Tiger Strays,白虎流浪兵,1,,白虎流浪兵,白虎,,流浪兵,Strays,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
White Tiger Tamers,白虎馴獸師,1,,白虎馴獸師,白虎,,馴獸師,Tamers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
White Wave Horsemen,白波騎兵,1,,白波騎兵,白波,,騎兵,Horsemen,白波騎兵,hv_TEXT_unit_text_replacements.loc,FALSE
White Wave Veterans,白波老兵,1,,白波老兵,白波,,老兵,Veterans,白波老兵,hv_TEXT_unit_text_replacements.loc,FALSE
Whitewater,,4,,,,,,,激流湧升,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Wildfire Raider,,1,,,,,,,野火劫匪,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Win a battle where one of your generals personally kills 300 or more soldiers,贏得一場您的一名將領親自殺敵三百人的戰鬥,2,贏得一場您的一名將領親自殺敵三百人的戰鬥,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],!hv_TEXT_system.loc,FALSE
Win before [[b]][[{{CcoBattleDuel:FormatTime(TargetTimeRemaining)}}]][[/b]],在[[b]]{{CcoBattleDuel:FormatTime(TargetTimeRemaining)}}[[/b]]內獲勝,1,在[[b]]{{CcoBattleDuel:FormatTime(TargetTimeRemaining)}}[[/b]]內獲勝,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_etc.loc,FALSE
Wind of North,,0,,,,,,,,,FALSE
Wind of the North,北風,3,北風,,,,,,,,FALSE
Wisdom of the River,,3,,,,,,,河之智慧,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Wisdom of the Waterfall,,6,,,,,,,飛泉之智,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
"With a mighty cleave, Zhang Fei rends his foes' defences.",,1,,,,,,,張飛強力劈擊，撕裂敵人的防線。,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"With a mighty sweep, Lü Bu strikes all around him.",,1,,,,,,,呂布猛力一擊，徹底掃平周遭一眾敵軍。,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"With a shout, this man spurs on their horse. The warrior can plough into enemies with such force that scores of men go flying.",此人高呼一聲，策馬飛奔。他衝入敵陣的勁道之強，足以將大批士兵一舉震飛。,2,此人高呼一聲，策馬飛奔。他衝入敵陣的勁道之強，足以將大批士兵一舉震飛。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"With a single blow, Guan Yu rends his enemy asunder!",,1,,,,,,,關羽一擊便能讓敵人手足異處！,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"With a single shot, The shooter brings death.",此射手只消一擊便能取人性命。,2,此射手只消一擊便能取人性命。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
"With calm, steely resolve, attacks are better deflected.",,2,,,,,,,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"With club in hand, the desperate shall make a fortune and name for themselves, or die trying.",,1,,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
With each volley their shots become ever more powerful and accurate.,,1,,,,,,,下一擊將更為精準且更有殺傷力。,hv_TEXT_unit_abilities.loc,#REF!
"With Hand-ji and shield, these Xiliang warriors will bring death to the enemy.",佩戴盾與手戟，這些西涼勇士為敵人帶來殺身之禍。,1,佩戴盾與手戟，這些西涼勇士為敵人帶來殺身之禍。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
"With her graceful beauty, she stuns all around her.",她運用美色，迷得周圍所有人動彈不得。,1,她運用美色，迷得周圍所有人動彈不得。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"With no knowledge of what cannot be done, you will accomplish great things.",,1,,,,,,,不知其不可為而為者，當能成就大事。,hv_TEXT_skills_basic.loc,FALSE
"With skin of earth, arrows rebound, harmless.",,6,,,,,,,皮若堅石，箭矢觸及皆反彈無傷。,hv_TEXT_skills_skill_ability__historical.loc,FALSE
"With sword and shield, these Xiliang horsemen will strike fear into the foe.",佩戴劍盾，這些西涼騎兵令敵軍不寒而慄。,1,佩戴劍盾，這些西涼騎兵令敵軍不寒而慄。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
"With the many wars that ravage China, militias everywhere have sprung up to defend their home and livelihood from bandits, yellow turbans, and invading warlords. Tempered by hard-won experience, these men have become adepts at war by survival.  Equally skilled in melee as with the bow, they over time bought horses to level the playing field with the more professional troops they often face. Many of these veterans now flock to the banners of the warlords, providing a rapid response force fit for a variety of situations.",,1,,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_long_desc.loc,FALSE
With these numbers you can accomplish great things.,兵多將廣，可成大事。,1,兵多將廣，可成大事。,,,,,,,hv_TEXT_effects_pooled_resource.loc,#REF!
Wolf,,5,,,,,,,戰狼,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
work in process,未完成,132,未完成,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),未完成\\n\\n（請於MTU的Discord裏TROM頻道提出建議）,130,未完成\\n\\n（請於MTU的Discord裏TROM頻道提出建議）,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_long_desc.loc,FALSE
Wuhuan Cavalry,烏桓騎兵,1,,烏桓騎兵,烏桓,騎兵,騎兵,Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Wuhuan horsemanship is unparalleled.,烏桓馬術天下無雙。,1,烏桓馬術天下無雙。,,,,,,他們擁有出色的馭馬突擊技巧。,hv_TEXT_unit_abilities.loc,FALSE
Wuhuan Lancer Cataphracts,烏桓長槍鐵甲騎兵,1,,烏桓長槍鐵甲騎兵,烏桓,,長槍鐵甲騎兵,Lancer Cataphracts,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Wuhuan Riding Skill,烏桓騎術,3,烏桓騎術,,,,,,烏桓突擊技,hv_TEXT_unit_abilities.loc,FALSE
Wuhuan Tribal Camp,,1,,,,,,,烏桓部落營,hv_TEXT_building.loc,FALSE
Wuhuan Tribal Herd,,1,,,,,,,烏桓部落群,hv_TEXT_building.loc,FALSE
Wuhuan Tribe,,3,,,,,,,烏桓部落,hv_TEXT_building.loc,FALSE
wuhuan_01_long_description,,1,,,,,,,長描述,hv_TEXT_building.loc,FALSE
wuhuan_01_short_description,,1,,,,,,,短描述,hv_TEXT_building.loc,FALSE
wuhuan_02_long_description,,1,,,,,,,長描述,hv_TEXT_building.loc,FALSE
wuhuan_02_short_description,,1,,,,,,,短描述,hv_TEXT_building.loc,FALSE
Xiahou Dun,,1,,,,,,,夏侯惇,hv_TEXT_cb_loadout.loc,FALSE
"Xiahou Dun fights best in the thick of it, but may lose his composure.",,1,,,,,,,夏侯惇在情況危急時反而能發揮最強實力，不過他也容易因此失去理智。,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Xiahou Yuan,,1,,,,,,,夏侯淵,hv_TEXT_cb_loadout.loc,FALSE
Xian Chen Ying,陷陣營,1,陷陣營,,,,,Chen Ying,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xianbei Mounted Archers,鮮卑弓騎兵,1,,鮮卑弓騎兵,鮮卑,,弓騎兵,Mounted Archers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiezhi Roar,,1,,,,,,,獬豸咆嘯,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Xiliang Buqu Crossbowmen,西涼部曲弩兵,1,,西涼部曲弩兵,西涼部曲,,弩兵,Crossbowmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Hand-Ji Infantry,西涼部曲手戟兵,1,,西涼部曲手戟兵,西涼部曲,手戟步兵,手戟兵,Hand-Ji Infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Ji Infantry,西涼部曲戟兵,1,,西涼部曲戟兵,西涼部曲,持戟步兵,戟兵,Ji Infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Lancer Cavalry,西涼部曲槍騎,1,,西涼部曲槍騎,西涼部曲,,槍騎,Lancer Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Mounted Archers,西涼部曲弓騎兵,1,,西涼部曲弓騎兵,西涼部曲,,弓騎兵,Mounted Archers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Repeating Crossbowmen,西涼部曲連弩兵,1,,西涼部曲連弩兵,西涼部曲,,連弩兵,Repeating Crossbowmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Sabre Cavalry,西涼部曲刀騎兵,1,,西涼部曲刀騎兵,西涼部曲,,刀騎兵,Sabre Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Buqu Spearmen,西涼部曲長槍兵,1,,西涼部曲長槍兵,西涼部曲,,長槍兵,Spearmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Elite Assault Cavalry,西涼精銳突擊騎兵,1,,西涼精銳突擊騎兵,西涼精銳,,突擊騎兵,Assault Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Elite Crossbowmen,西涼精銳弩兵,1,,西涼精銳弩兵,西涼精銳,,弩兵,Crossbowmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Elite Ji Cavalry,西涼精銳戟騎兵,1,,西涼精銳戟騎兵,西涼精銳,持戟騎兵,戟騎兵,Ji Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Elite Lancer Cataphracts,西涼精銳長槍鐵甲騎兵,1,,西涼精銳長槍鐵甲騎兵,西涼精銳,,長槍鐵甲騎兵,Lancer Cataphracts,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Elite Spearmen,西涼精銳長槍兵,1,,西涼精銳長槍兵,西涼精銳,,長槍兵,Spearmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiliang Elite Zhanmajian Infantry,西涼精銳斬馬劍兵,1,,西涼精銳斬馬劍兵,西涼精銳,,斬馬劍兵,Zhanmajian Infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiongnu Javelineer,匈奴擲鋋兵,1,,匈奴擲鋋兵,匈奴,,擲鋋兵,Javelineer,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiongnu Lancer Cataphracts,匈奴長槍鐵甲騎兵,1,,匈奴長槍鐵甲騎兵,匈奴,,長槍鐵甲騎兵,Lancer Cataphracts,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiongnu Mounted Archers,匈奴弓騎兵,1,,匈奴弓騎兵,匈奴,,弓騎兵,Mounted Archers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Xiongnu Tribal Camp,,1,,,,,,,匈奴部落營,hv_TEXT_building.loc,FALSE
Xiongnu Tribal Herd,,1,,,,,,,匈奴部落群,hv_TEXT_building.loc,FALSE
Xiongnu Tribe,,3,,,,,,,匈奴部落,hv_TEXT_building.loc,FALSE
xiongnu_01_long_description,,1,,,,,,,長描述,hv_TEXT_building.loc,FALSE
xiongnu_01_short_description,,1,,,,,,,短描述,hv_TEXT_building.loc,FALSE
xiongnu_02_long_description,,1,,,,,,,長描述,hv_TEXT_building.loc,FALSE
xiongnu_02_short_description,,1,,,,,,,短描述,hv_TEXT_building.loc,FALSE
Xu Chu,,1,,,,,,,許褚,hv_TEXT_cb_loadout.loc,FALSE
Xu Huang,,1,,,,,,,徐晃,hv_TEXT_cb_loadout.loc,FALSE
Xun You,,1,,,,,,,荀攸,hv_TEXT_cb_loadout.loc,FALSE
Xun Yu,,1,,,,,,,荀彧,hv_TEXT_cb_loadout.loc,FALSE
Xun Yu has the power to influence the emperor. No one doubts his reputation.,,2,,,,,,,荀彧是位有能輔佐帝王之士，沒有人會懷疑這一點。,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Yan Baihu,,1,,,,,,,嚴白虎,hv_TEXT_cb_loadout.loc,FALSE
Yan Baihu can recruit generic [[b]]Han units[[/b]] with Bandit Network.,嚴白虎可通過盜賊人脈招募普通 [[b]]漢軍單位[[/b]]。,1,嚴白虎可通過盜賊人脈招募普通 [[b]]漢軍單位[[/b]]。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
Yan Baihu may now recruit {{tr:hv_unit_white_tiger_warriors}}.,嚴白虎現可招募{{tr:hv_unit_white_tiger_warriors}}。,1,嚴白虎現可招募{{tr:hv_unit_white_tiger_warriors}}。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
